,Object_code,Function_code,Title,Category_State,Category_Edstruments,Major_Category_Edstruments,State
4711,569,,TUITION – OTHER,OTHER PURCHASED SERVICES,Tuition,Employee Benefits,Nebraska
4712,570,,FOOD SERVICE MANAGEMENT,OTHER PURCHASED SERVICES,Food,Other Financing Uses,Nebraska
4713,580,,TRAVEL,OTHER PURCHASED SERVICES,Travel,Purchased Professional and Technical Services,Nebraska
4714,590,,INTERAGENCY PURCHASED SERVICES,OTHER PURCHASED SERVICES,Food,Other Financing Uses,Nebraska
4715,591,,SERVICES PURCHASED FROM ANOTHER DISTRICT OR ESU WITHIN THE STATE,OTHER PURCHASED SERVICES,Other Purchased Services,Purchased Professional and Technical Services,Nebraska
4716,592,,SERVICES PURCHASED FROM ANOTHER DISTRICT OR ESU OUTSIDE THE STATE,OTHER PURCHASED SERVICES,Other Purchased Services,Purchased Professional and Technical Services,Nebraska
4717,610,,GENERAL SUPPLIES,SUPPLIES,Other Supplies,Supplies,Nebraska
4718,621,,UTILITY ENERGY SERVICES,SUPPLIES,Utilities/Energy,Purchased Property Services,Nebraska
4719,626,,FUEL,SUPPLIES,Utilities/Energy,Purchased Property Services,Nebraska
4720,630,,FOOD,SUPPLIES,Food,Other Financing Uses,Nebraska
4721,640,,BOOKS & PERIODICALS,SUPPLIES,Instructional Curriculum,Supplies,Nebraska
4722,641,,E-Books,SUPPLIES,Instructional Curriculum,Supplies,Nebraska
4723,642,,AUDIO-VISUAL MATERIALS,SUPPLIES,Instructional Curriculum,Supplies,Nebraska
4724,643,,WEB/CLOUD BASE SOFTWARE,SUPPLIES,Supplies - Technology,Supplies,Nebraska
4725,650,,SUPPLIES – TECHNOLOGY RELATED,SUPPLIES,Supplies - Technology,Supplies,Nebraska
4726,695,,INDIRECT COSTS,SUPPLIES,Miscellaneous,Other Financing Uses,Nebraska
4727,710,,LAND & LAND IMPROVEMENTS,Capital,Land,Capital,Nebraska
4728,720,,BUILDINGS,Capital,Buildings,Capital,Nebraska
4729,731,,MACHINERY,Capital,Machinery and Equipment,Capital,Nebraska
4730,732,,VEHICLES,Capital,Machinery and Equipment,Capital,Nebraska
4731,733,,FURNITURE & FIXTURES,Capital,Machinery and Equipment,Capital,Nebraska
4732,734,,TECHNOLOGY RELATED HARDWARE,Capital,Supplies - Technology,Supplies,Nebraska
4733,735,,TECHNOLOGY SOFTWARE,Capital,Supplies - Technology,Supplies,Nebraska
4734,739,,OTHER EQUIPMENT,Capital,Machinery and Equipment,Capital,Nebraska
4735,805,,REPAYMENT OF TAXES PAID,OTHER Financial Uses,Miscellaneous,Other Financing Uses,Nebraska
4736,807,,REPAYMENT OF TAXES PAID FOR REVALUED PROPERTY,OTHER Financial Uses,Buildings,Capital,Nebraska
4737,810,,DUES & FEES,OTHER Financial Uses,Miscellaneous,Other Financing Uses,Nebraska
4738,820,,JUDGEMENTS AGAINST THE DISTRICT,OTHER Financial Uses,Miscellaneous,Other Financing Uses,Nebraska
4739,830,,OTHER DEBT RELATED EXPENDITURES,OTHER Financial Uses,Debt Service,Other Financing Uses,Nebraska
4740,831,,REDEMPTION OF PRINCIPAL,OTHER Financial Uses,Debt Service,Other Financing Uses,Nebraska
4741,832,,INTEREST ON LONG-TERM DEBT,OTHER Financial Uses,Debt Service,Other Financing Uses,Nebraska
4742,833,,BOND ISSUANCE & OTHER DEBT-RELATED COSTS,OTHER Financial Uses,Debt Service,Other Financing Uses,Nebraska
4743,835,,INTEREST ON SHORT-TERM DEBT,OTHER Financial Uses,Debt Service,Other Financing Uses,Nebraska
4744,890,,MISCELLANEOUS EXPENDITURES,OTHER Financial Uses,Miscellaneous,Other Financing Uses,Nebraska
4745,900,,OTHER ITEMS,OTHER Financial Uses,Miscellaneous,Other Financing Uses,Nebraska
4746,911,,FUND TRANSFER TO GENERAL FUND,OTHER Financial Uses,Miscellaneous,Other Financing Uses,Nebraska
4747,912,,FUND TRANSFER TO SCHOOL NUTRITION FUND.,OTHER Financial Uses,Miscellaneous,Other Financing Uses,Nebraska
4748,913,,FUND TRANSFER TO ACTIVITIES FUND,OTHER Financial Uses,Miscellaneous,Other Financing Uses,Nebraska
4749,914,,FUND TRANSFER TO BOND FUND,OTHER Financial Uses,Miscellaneous,Other Financing Uses,Nebraska
4750,920,,PAYMENTS TO ESCROW AGENTS FOR DEFEASANCE OF DEBT,OTHER Financial Uses,Miscellaneous,Other Financing Uses,Nebraska
4751,925,,DISCOUNT ON THE ISSUANCE OF BONDS,OTHER Financial Uses,Miscellaneous,Other Financing Uses,Nebraska
4752,931,,REALIZED LOSSES ON INVESTMENTS,OTHER Financial Uses,Miscellaneous,Other Financing Uses,Nebraska
4753,950,,SPECIAL ITEMS,OTHER Financial Uses,Miscellaneous,Other Financing Uses,Nebraska
4754,955,,PRESIDENTIAL DECLARED DISASTER,OTHER Financial Uses,Miscellaneous,Other Financing Uses,Nebraska
4755,101,,Salaries Paid to Teachers,Personnel Services-Salaries (General categories),Teachers Salaries,Salaries,Nevada
4756,102,,Salaries Paid to Instructional Aides or Assistants,Personnel Services-Salaries (General categories),Support Staff Salaries,Salaries,Nevada
4757,103,,Salaries Paid to Substitute Teachers (Vacant Positions),Personnel Services-Salaries (General categories),Teachers Salaries,Salaries,Nevada
4758,104,,Salaries Paid to Licensed Administration,Personnel Services-Salaries (General categories),Other Salaries,Salaries,Nevada
4759,105,,Salaries Paid to Non-licensed Administration,Personnel Services-Salaries (General categories),Other Salaries,Salaries,Nevada
4760,106,,Salaries Paid to Other Licensed Staff (including counselors etc),Personnel Services-Salaries (General categories),Support Staff Salaries,Salaries,Nevada
4761,107,,Salaries Paid to Other Classified / Support Staff,Personnel Services-Salaries (General categories),Other Salaries,Salaries,Nevada
4762,108,,Salaries Paid to Retirees,Personnel Services-Salaries (General categories),Other Salaries,Salaries,Nevada
4763,110,,Salaries of Regular Employees,Personnel Services-Salaries (General categories),Other Salaries,Salaries,Nevada
4764,111,,Salaries of Regular Employees Paid to Teachers,Personnel Services-Salaries (General categories),Teachers Salaries,Salaries,Nevada
4765,112,,Salaries of Regular Employees Paid to Instructional Aides or Assistants,Personnel Services-Salaries (General categories),Support Staff Salaries,Salaries,Nevada
4766,113,,Salaries of Regular Employees Paid to Substitute Teachers (Vacant Positions),Personnel Services-Salaries (General categories),Teachers Salaries,Salaries,Nevada
4767,114,,Salaries of Regular Employees Paid to Licensed Administration,Personnel Services-Salaries (General categories),Teachers Salaries,Salaries,Nevada
4768,115,,Salaries of Regular Employees Paid to Non-licensed Administration,Personnel Services-Salaries (General categories),Teachers Salaries,Salaries,Nevada
4769,116,,Salaries of Regular Employees Paid to Other Licensed Staff (including counselors etc),Personnel Services-Salaries (General categories),Teachers Salaries,Salaries,Nevada
4770,117,,Salaries of Regular Employees Paid to Other Classified / Support Staff,Personnel Services-Salaries (General categories),Other Salaries,Salaries,Nevada
4771,120,,Salaries of Temporary Employees,Personnel Services-Salaries (General categories),Other Salaries,Salaries,Nevada
4772,121,,Salaries of Temporary Employees Paid to Teachers,Personnel Services-Salaries (General categories),Teachers Salaries,Salaries,Nevada
4773,122,,Salaries of Temporary Employees Paid to Instructional Aides or Assistants,Personnel Services-Salaries (General categories),Support Staff Salaries,Salaries,Nevada
4774,123,,Salaries of Temporary Employees Paid to Substitute Teachers,Personnel Services-Salaries (General categories),Teachers Salaries,Salaries,Nevada
4775,124,,Salaries of Temporary Employees Paid to Licensed Administration,Personnel Services-Salaries (General categories),Other Salaries,Salaries,Nevada
4776,125,,Salaries of Temporary Employees Paid to Non-licensed Administration,Personnel Services-Salaries (General categories),Other Salaries,Salaries,Nevada
4777,126,,Salaries of Temporary Employees Paid to Other Licensed Staff (including counselors etc),Personnel Services-Salaries (General categories),Other Salaries,Salaries,Nevada
4778,127,,Salaries of Temporary Employees Paid to Other Classified / Support Staff,Personnel Services-Salaries (General categories),Other Salaries,Salaries,Nevada
4779,128,,Salaries of Temporary Employees Paid to Retirees,Personnel Services-Salaries (General categories),Other Salaries,Salaries,Nevada
4780,130,,Salaries for Overtime,Personnel Services-Salaries (General categories),Other Salaries,Salaries,Nevada
4781,131,,Salaries for Overtime Employees Paid to Teachers,Personnel Services-Salaries (General categories),Teachers Salaries,Salaries,Nevada
4782,132,,Salaries for Overtime Employees Paid to Instructional Aides or Assistants,Personnel Services-Salaries (General categories),Support Staff Salaries,Salaries,Nevada
4783,133,,Salaries for Overtime Employees Paid to Substitute Teachers,Personnel Services-Salaries (General categories),Teachers Salaries,Salaries,Nevada
4784,134,,Salaries for Overtime Employees Paid to Licensed Administration,Personnel Services-Salaries (General categories),Other Salaries,Salaries,Nevada
4785,135,,Salaries for Overtime Employees Paid to Non-licensed Administration,Personnel Services-Salaries (General categories),Other Salaries,Salaries,Nevada
4786,136,,Salaries for Overtime Employees Paid to Other Licensed Staff (including counselors etc),Personnel Services-Salaries (General categories),Other Salaries,Salaries,Nevada
4787,137,,Salaries for Overtime Employees Paid to Other Classified / Support Staff,Personnel Services-Salaries (General categories),Other Salaries,Salaries,Nevada
4788,140,,Salaries for Sabbatical Leave,Personnel Services-Salaries (General categories),Other Salaries,Salaries,Nevada
4789,141,,Salaries for Sabbatical Leave Paid to Teachers,Personnel Services-Salaries (General categories),Teachers Salaries,Salaries,Nevada
4790,142,,Salaries for Sabbatical Leave Paid to Instructional Aides or Assistants,Personnel Services-Salaries (General categories),Support Staff Salaries,Salaries,Nevada
4791,143,,Salaries for Sabbatical Leave Paid to Substitute Teachers,Personnel Services-Salaries (General categories),Teachers Salaries,Salaries,Nevada
4792,144,,Salaries for Sabbatical Leave Paid to Licensed Administration,Personnel Services-Salaries (General categories),Other Salaries,Salaries,Nevada
4793,145,,Salaries for Sabbatical Leave Paid to Non-licensed Administration,Personnel Services-Salaries (General categories),Other Salaries,Salaries,Nevada
4794,146,,Salaries for Sabbatical Leave Paid to Other Licensed Staff (including counselors etc),Personnel Services-Salaries (General categories),Other Salaries,Salaries,Nevada
4795,147,,Salaries for Sabbatical Leave Paid to Other Classified / Support Staff,Personnel Services-Salaries (General categories),Other Salaries,Salaries,Nevada
4796,150,,"Additional Compensation Such as Bonuses, or Incentives",Personnel Services-Salaries (General categories),Other Salaries,Salaries,Nevada
4797,151,,Additional Compensation Paid to Teachers,Personnel Services-Salaries (General categories),Teachers Salaries,Salaries,Nevada
4798,152,,Additional Compensation Paid to Instructional Aides or Assistants,Personnel Services-Salaries (General categories),Support Staff Salaries,Salaries,Nevada
4799,153,,Additional Compensation Paid to Substitute Teachers,Personnel Services-Salaries (General categories),Teachers Salaries,Salaries,Nevada
4800,154,,Additional Compensation Paid to Licensed Administration,Personnel Services-Salaries (General categories),Other Salaries,Salaries,Nevada
4801,155,,Additional Compensation Paid to Non-licensed Administration,Personnel Services-Salaries (General categories),Other Salaries,Salaries,Nevada
4802,156,,Additional Compensation Paid to Other Licensed Staff (including counselors etc),Personnel Services-Salaries (General categories),Other Salaries,Salaries,Nevada
4803,157,,Additional Compensation Paid to Other Classified / Support Staff,Personnel Services-Salaries (General categories),Other Salaries,Salaries,Nevada
4804,160,,Extra Duties,Personnel Services-Salaries (General categories),Other Salaries,Salaries,Nevada
4805,201,,Employee Benefits for Teachers,Personnel Services-Employee Benefits,Other Employee Benefits,Employee Benefits,Nevada
4806,202,,Employee Benefits for Instructional Aides or Assistants,Personnel Services-Employee Benefits,Other Employee Benefits,Employee Benefits,Nevada
4807,203,,Employee Benefits for Substitute Teachers (Vacant Positions),Personnel Services-Employee Benefits,Other Employee Benefits,Employee Benefits,Nevada
4808,204,,Employee Benefits for Licensed Administration,Personnel Services-Employee Benefits,Other Employee Benefits,Employee Benefits,Nevada
4809,205,,Employee Benefits for Non-licensed Administration,Personnel Services-Employee Benefits,Other Employee Benefits,Employee Benefits,Nevada
4810,206,,Employee Benefits for Other Licensed Staff (including counselors etc),Personnel Services-Employee Benefits,Other Employee Benefits,Employee Benefits,Nevada
4811,207,,Employee Benefits for Other Classified / Support Staff,Personnel Services-Employee Benefits,Other Employee Benefits,Employee Benefits,Nevada
4812,208,,Employee Benefits for Retirement / Retiree,Personnel Services-Employee Benefits,Other Employee Benefits,Employee Benefits,Nevada
4813,210,,Group Insurance,Personnel Services-Employee Benefits,Group Insurance,Employee Benefits,Nevada
4814,211,,Group Insurance for Teachers,Personnel Services-Employee Benefits,Group Insurance,Employee Benefits,Nevada
4815,212,,Group Insurance for Instructional Aides or Assistants,Personnel Services-Employee Benefits,Group Insurance,Employee Benefits,Nevada
4816,213,,Group Insurance for Substitute Teachers (Vacant Positions),Personnel Services-Employee Benefits,Group Insurance,Employee Benefits,Nevada
4817,214,,Group Insurance for Licensed Administration,Personnel Services-Employee Benefits,Group Insurance,Employee Benefits,Nevada
4818,215,,Group Insurance for Non-licensed Administration,Personnel Services-Employee Benefits,Group Insurance,Employee Benefits,Nevada
4819,216,,Group Insurance for Other Licensed Staff (including counselors etc),Personnel Services-Employee Benefits,Group Insurance,Employee Benefits,Nevada
4820,217,,Group Insurance for Other Classified / Support Staff,Personnel Services-Employee Benefits,Group Insurance,Employee Benefits,Nevada
4821,218,,Group Insurance for Retirement / Retiree,Personnel Services-Employee Benefits,Group Insurance,Employee Benefits,Nevada
4822,220,,Social Security Contributions,Personnel Services-Employee Benefits,Retirement Contributions,Employee Benefits,Nevada
4823,221,,Social Security Contributions for Teachers,Personnel Services-Employee Benefits,Retirement Contributions,Employee Benefits,Nevada
4824,222,,Social Security Contributions for Instructional Aides or Assistants,Personnel Services-Employee Benefits,Retirement Contributions,Employee Benefits,Nevada
4825,223,,Social Security Contributions for Substitute Teachers (Vacant Positions),Personnel Services-Employee Benefits,Retirement Contributions,Employee Benefits,Nevada
4826,224,,Social Security Contributions for Licensed Administration,Personnel Services-Employee Benefits,Retirement Contributions,Employee Benefits,Nevada
4827,225,,Social Security Contributions for Non-licensed Administration,Personnel Services-Employee Benefits,Retirement Contributions,Employee Benefits,Nevada
4828,226,,Social Security Contributions for Other Licensed Staff (including counselors etc),Personnel Services-Employee Benefits,Retirement Contributions,Employee Benefits,Nevada
4829,227,,Social Security Contributions for Other Classified / Support Staff,Personnel Services-Employee Benefits,Retirement Contributions,Employee Benefits,Nevada
4830,228,,Social Security Contributions for Retirement / Retiree,Personnel Services-Employee Benefits,Retirement Contributions,Employee Benefits,Nevada
4831,230,,Retirement Contributions,Personnel Services-Employee Benefits,Retirement Contributions,Employee Benefits,Nevada
4832,231,,Retirement Contributions for Teachers,Personnel Services-Employee Benefits,Retirement Contributions,Employee Benefits,Nevada
4833,232,,Retirement Contributions for Instructional Aides or Assistants,Personnel Services-Employee Benefits,Retirement Contributions,Employee Benefits,Nevada
4834,233,,Retirement Contributions for Substitute Teachers (Vacant Positions),Personnel Services-Employee Benefits,Retirement Contributions,Employee Benefits,Nevada
4835,234,,Retirement Contributions for Licensed Administration,Personnel Services-Employee Benefits,Retirement Contributions,Employee Benefits,Nevada
4836,235,,Retirement Contributions for Non-licensed Administration,Personnel Services-Employee Benefits,Retirement Contributions,Employee Benefits,Nevada
4837,236,,Retirement Contributions for Other Licensed Staff (including counselors etc),Personnel Services-Employee Benefits,Retirement Contributions,Employee Benefits,Nevada
4838,237,,Retirement Contributions for Other Classified / Support Staff,Personnel Services-Employee Benefits,Retirement Contributions,Employee Benefits,Nevada
4839,238,,Retirement Contributions for Retirement / Retiree,Personnel Services-Employee Benefits,Retirement Contributions,Employee Benefits,Nevada
4840,240,,Medicare Payments,Personnel Services-Employee Benefits,Health Insurance/Health Related Benefits,Employee Benefits,Nevada
4841,241,,Medicare Payments for Teachers,Personnel Services-Employee Benefits,Health Insurance/Health Related Benefits,Employee Benefits,Nevada
4842,242,,Medicare Payments for Instructional Aides or Assistants,Personnel Services-Employee Benefits,Health Insurance/Health Related Benefits,Employee Benefits,Nevada
4843,243,,Medicare Payments for Substitute Teachers (Vacant Positions),Personnel Services-Employee Benefits,Health Insurance/Health Related Benefits,Employee Benefits,Nevada
4844,244,,Medicare Payments for Licensed Administration,Personnel Services-Employee Benefits,Health Insurance/Health Related Benefits,Employee Benefits,Nevada
